60 1 60 60 35
60 2 119 103 28
60 3 177 119 53
60 4 234 137 63
60 5 290 144 61
60 6 345 167 60
60 7 399 176 66
60 8 452 188 58
60 9 504 211 50
60 10 555 215 63
60 11 605 217 70
60 12 654 218 68
60 13 702 229 64
60 14 749 225 73
60 15 795 229 72
60 16 840 240 74
60 17 884 245 73
60 18 927 242 76
60 19 969 256 74
60 20 1010 255 77
60 21 1050 253 74
60 22 1089 265 81
60 23 1127 263 77
60 24 1164 263 83
60 25 1200 268 84
60 26 1235 265 85
60 27 1269 272 85
60 28 1302 272 87
60 29 1334 273 88
60 30 1365 273 89
60 31 1395 274 88
60 32 1424 275 91
60 33 1452 282 92
60 34 1479 281 90
60 35 1505 284 94
60 36 1530 289 95
60 37 1554 285 95
60 38 1577 290 97
60 39 1599 291 97
60 40 1620 289 99
60 41 1640 294 100
60 42 1659 296 101
60 43 1677 294 102
60 44 1694 292 103
60 45 1710 297 104
60 46 1725 297 105
60 47 1739 296 106
60 48 1752 300 107
60 49 1764 302 108
60 50 1775 301 109
60 51 1785 303 110
60 52 1794 300 111
60 53 1802 301 112
60 54 1809 303 113
60 55 1815 302 114
60 56 1820 302 115
60 57 1824 302 116
60 58 1827 303 117
60 59 1829 303 118
60 60 1830 303 119
