40 1 40 40 32
40 2 79 66 18
40 3 117 79 35
40 4 154 105 32
40 5 190 114 27
40 6 225 114 45
40 7 259 116 45
40 8 292 132 47
40 9 324 131 40
40 10 355 133 49
40 11 385 144 44
40 12 414 137 51
40 13 442 140 52
40 14 469 149 53
40 15 495 149 54
40 16 520 155 55
40 17 544 159 51
40 18 567 157 57
40 19 589 161 58
40 20 610 160 59
40 21 630 166 58
40 22 649 163 61
40 23 667 167 62
40 24 684 171 63
40 25 700 169 64
40 26 715 172 64
40 27 729 170 66
40 28 742 170 67
40 29 754 173 68
40 30 765 173 69
40 31 775 174 70
40 32 784 175 71
40 33 792 178 72
40 34 799 178 73
40 35 805 180 74
40 36 810 179 75
40 37 814 183 76
40 38 817 181 77
40 39 819 182 78
40 40 820 183 79
