90 1 90 90 47
90 2 179 165 80
90 3 267 179 42
90 4 354 215 93
90 5 440 240 83
90 6 525 259 92
90 7 609 266 74
90 8 692 288 94
90 9 774 290 89
90 10 855 317 94
90 11 935 309 93
90 12 1014 317 93
90 13 1092 345 100
90 14 1169 334 93
90 15 1245 349 103
90 16 1320 352 104
90 17 1394 367 97
90 18 1467 372 107
90 19 1539 383 108
90 20 1610 392 107
90 21 1680 405 106
90 22 1749 389 107
90 23 1817 405 112
90 24 1884 411 112
90 25 1950 415 111
90 26 2015 422 115
90 27 2079 414 116
90 28 2142 421 117
90 29 2204 422 117
90 30 2265 413 119
90 31 2325 424 115
90 32 2384 427 121
90 33 2442 430 120
90 34 2499 434 123
90 35 2555 445 124
90 36 2610 451 125
90 37 2664 447 126
90 38 2717 447 127
90 39 2769 450 128
90 40 2820 453 128
90 41 2870 453 130
90 42 2919 454 130
90 43 2967 468 132
90 44 3014 457 133
90 45 3060 465 134
90 46 3105 474 135
90 47 3149 468 136
90 48 3192 479 137
90 49 3234 464 138
90 50 3275 469 139
90 51 3315 473 139
90 52 3354 473 141
90 53 3392 476 142
90 54 3429 474 143
90 55 3465 481 144
90 56 3500 476 145
90 57 3534 478 146
90 58 3567 480 147
90 59 3599 480 148
90 60 3630 482 147
90 61 3660 481 150
90 62 3689 483 151
90 63 3717 483 152
90 64 3744 484 153
90 65 3770 486 154
90 66 3795 487 155
90 67 3819 490 156
90 68 3842 489 157
90 69 3864 494 158
90 70 3885 493 159
90 71 3905 495 160
90 72 3924 496 160
90 73 3942 497 162
90 74 3959 498 163
90 75 3975 501 164
90 76 3990 502 165
90 77 4004 501 166
90 78 4017 505 167
90 79 4029 502 168
90 80 4040 505 169
90 81 4050 504 170
90 82 4059 507 171
90 83 4067 506 172
90 84 4074 507 173
90 85 4080 507 174
90 86 4085 507 175
90 87 4089 508 176
90 88 4092 509 177
90 89 4094 510 178
90 90 4095 510 179
