70 1 70 70 13
70 2 139 74 69
70 3 207 139 55
70 4 274 170 66
70 5 340 179 70
70 6 405 202 50
70 7 469 206 66
70 8 532 218 76
70 9 594 245 66
70 10 655 237 77
70 11 715 244 80
70 12 774 261 81
70 13 832 263 81
70 14 889 268 79
70 15 945 269 69
70 16 1000 275 81
70 17 1054 282 86
70 18 1107 294 87
70 19 1159 300 87
70 20 1210 310 81
70 21 1260 301 85
70 22 1309 303 89
70 23 1357 307 90
70 24 1404 308 93
70 25 1450 315 94
70 26 1495 308 95
70 27 1539 320 95
70 28 1582 318 97
70 29 1624 323 98
70 30 1665 323 99
70 31 1705 324 100
70 32 1744 328 99
70 33 1782 334 102
70 34 1819 332 103
70 35 1855 336 104
70 36 1890 338 104
70 37 1924 347 104
70 38 1957 346 106
70 39 1989 343 108
70 40 2020 339 109
70 41 2050 345 110
70 42 2079 351 111
70 43 2107 352 112
70 44 2134 357 113
70 45 2160 356 114
70 46 2185 355 115
70 47 2209 357 116
70 48 2232 355 117
70 49 2254 357 116
70 50 2275 356 118
70 51 2295 357 120
70 52 2314 360 121
70 53 2332 361 122
70 54 2349 360 123
70 55 2365 361 124
70 56 2380 360 125
70 57 2394 363 126
70 58 2407 363 127
70 59 2419 363 128
70 60 2430 363 129
70 61 2440 363 130
70 62 2449 362 131
70 63 2457 363 132
70 64 2464 364 133
70 65 2470 366 134
70 66 2475 369 135
70 67 2479 368 136
70 68 2482 368 137
70 69 2484 369 138
70 70 2485 370 139
