80 1 80 80 36
80 2 159 107 63
80 3 237 159 30
80 4 314 175 78
80 5 390 230 61
80 6 465 225 76
80 7 539 236 82
80 8 612 264 75
80 9 684 260 82
80 10 755 254 89
80 11 825 293 89
80 12 894 300 87
80 13 962 298 92
80 14 1029 307 92
80 15 1095 309 94
80 16 1160 321 86
80 17 1224 335 96
80 18 1287 329 97
80 19 1349 335 94
80 20 1410 355 99
80 21 1470 357 90
80 22 1529 364 90
80 23 1587 351 98
80 24 1644 347 102
80 25 1700 368 104
80 26 1755 365 105
80 27 1809 367 106
80 28 1862 355 105
80 29 1914 369 108
80 30 1965 372 109
80 31 2015 374 109
80 32 2064 380 110
80 33 2112 380 112
80 34 2159 389 111
80 35 2205 394 114
80 36 2250 397 115
80 37 2294 395 115
80 38 2337 397 116
80 39 2379 396 117
80 40 2420 406 118
80 41 2460 409 119
80 42 2499 408 120
80 43 2537 414 122
80 44 2574 406 123
80 45 2610 409 124
80 46 2645 415 125
80 47 2679 415 126
80 48 2712 410 127
80 49 2744 417 128
80 50 2775 418 129
80 51 2805 417 130
80 52 2834 417 131
80 53 2862 417 132
80 54 2889 416 133
80 55 2915 418 134
80 56 2940 416 135
80 57 2964 421 136
80 58 2987 416 137
80 59 3009 421 138
80 60 3030 423 139
80 61 3050 423 140
80 62 3069 423 141
80 63 3087 423 142
80 64 3104 424 143
80 65 3120 427 144
80 66 3135 428 145
80 67 3149 428 146
80 68 3162 430 147
80 69 3174 433 148
80 70 3185 431 149
80 71 3195 434 150
80 72 3204 433 151
80 73 3212 435 152
80 74 3219 436 153
80 75 3225 436 154
80 76 3230 438 155
80 77 3234 438 156
80 78 3237 440 157
80 79 3239 439 158
80 80 3240 440 159
